ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
11583,111-MZ-T01,Pre-PQ Process,SO-15091,DN-989,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,18-Dec-08,18-Dec-08,18-Dec-08,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,92950,669240,7.2,0.12,"Strides, Bangalore, India.",Yes,6883,7534.18,1311.71
11584,102-KE-T01,Pre-PQ Process,SO-11470,DN-991,Kenya,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,31-Oct-08,31-Oct-08,31-Oct-08,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,1250,40000,32,1.6,"Trinity Biotech, Plc",Yes,394,157.5,78.4
11585,119-NA-T01,Pre-PQ Process,SO-15510,DN-953,Namibia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,30-Oct-08,30-Oct-08,30-Oct-08,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,1008,2509.92,2.49,0.04,"Cipla, Goa, India",Yes,303,2989.45,4.92
11586,119-NA-T01,Pre-PQ Process,SO-15510,DN-953,Namibia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,30-Oct-08,30-Oct-08,30-Oct-08,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 60/100/12mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,60/100/12mg,Chewable/dispersible tablet - FDC,60,3600,16344,4.54,0.08,"Cipla, Goa, India",No,See DN-953 (ID#:11585),See DN-953 (ID#:11585),32.03
11587,117-ET-T01,Pre-PQ Process,SO-23980,DN-1107,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,04-Mar-09,04-Mar-09,04-Mar-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,41922,298484.64,7.12,0.12,"Strides, Bangalore, India.",Yes,3190,14732.36,585.03
11590,104-CI-T01,Pre-PQ Process,SO-11840,DN-947,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,01-Dec-08,01-Dec-08,01-Dec-08,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,3250,4550,1.4,0.01,"Aurobindo Unit III, India",Yes,315,6381.87,8.92
11591,104-CI-T01,Pre-PQ Process,SO-11830,DN-948,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,03-Dec-08,03-Dec-08,03-Dec-08,ARV,Pediatric,SCMS from RDC,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,1793,30409.28,16.96,0.09,"MSD, Haarlem, NL",No,See DN-948 (ID#:10994),See DN-948 (ID#:10994),59.6
11592,114-UG-T01,Pre-PQ Process,SO-17430,DN-968,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,09-Dec-08,09-Dec-08,09-Dec-08,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,4704,55507.2,11.8,0.2,"Aurobindo Unit III, India",No,See DN-968 (ID#:11289),See DN-968 (ID#:11289),108.79
11593,114-UG-T01,Pre-PQ Process,SO-17440,DN-969,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,04-Nov-08,04-Nov-08,04-Nov-08,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,67,1758.75,26.25,0.88,Gilead(Nycomed) Oranienburg DE,Yes,666,4503,3.45
11594,114-UG-T01,Pre-PQ Process,SO-17440,DN-969,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,04-Nov-08,04-Nov-08,04-Nov-08,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,5919,69844.2,11.8,0.2,"Aurobindo Unit III, India",No,See DN-969 (ID#:11593),See DN-969 (ID#:11593),136.89
11595,110-ZM-T01,Pre-PQ Process,SO-17600,DN-1116,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Mar-09,17-Mar-09,17-Mar-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,100000,1100000,11,0.37,"Aurobindo Unit III, India",Yes,8645,14041.17,2156
11596,109-TZ-T01,Pre-PQ Process,SO-1697,DN-893,Tanzania,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,15-Sep-08,15-Sep-08,15-Sep-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,58086,551817,9.5,0.16,"Aurobindo Unit III, India",Yes,8343,9001.03,882.91
11597,111-MZ-T01,Pre-PQ Process,SO-15080,DN-1034,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Feb-09,21-Feb-09,21-Feb-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,7306,23379.2,3.2,0.05,Hetero Unit III Hyderabad IN,No,See DN-1034 (ID#:10732),See DN-1034 (ID#:10732),45.82
11598,111-MZ-T01,Pre-PQ Process,SO-2424,DN-850,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,05-Sep-08,05-Sep-08,05-Sep-08,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30,10000,20000,2,0.07,"Cipla, Goa, India",No,See DN-850 (ID#:10733),See DN-850 (ID#:10733),32
11600,111-MZ-T01,Pre-PQ Process,SO-15082,DN-1054,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,26-Feb-09,26-Feb-09,26-Feb-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,92933,669117.6,7.2,0.12,"Strides, Bangalore, India.",Yes,7011,7199.72,1311.47
11601,104-CI-T01,Pre-PQ Process,SO-11831,DN-949,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,01-Dec-08,01-Dec-08,01-Dec-08,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,21542,84013.8,3.9,0.06,Mylan (formerly Matrix) Nashik,Yes,1583,6381.87,164.67
11602,114-UG-T01,Pre-PQ Process,SO-17700,DN-992,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,09-Jan-09,09-Jan-09,09-Jan-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,1511,10879.2,7.2,0.12,"Strides, Bangalore, India.",Yes,205,2202.02,21.32
11603,117-ET-T01,Pre-PQ Process,SO-22020,DN-1052,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,03-Mar-09,03-Mar-09,03-Mar-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,11549,122650.38,10.62,0.35,"Aurobindo Unit III, India",No,See DN-1052 (ID#:10737),See DN-1052 (ID#:10737),240.39
11605,114-UG-T01,Pre-PQ Process,SO-10180,DN-898,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,25-Sep-08,25-Sep-08,25-Sep-08,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,14668,30802.8,2.1,0.01,"Aurobindo Unit III, India",Yes,5511,7876.44,49.28
11606,109-TZ-T01,Pre-PQ Process,SO-2563,DN-899,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,26-Sep-08,26-Sep-08,26-Sep-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,131808,1583014.08,12.01,0.4,Mylan (formerly Matrix) Nashik,Yes,9996,8399.76,2532.82
11607,114-UG-T01,Pre-PQ Process,SO-17753,DN-1084,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,05-Mar-09,05-Mar-09,05-Mar-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,1524,4876.8,3.2,0.05,"Aurobindo Unit III, India",No,See DN-1084 (ID#:11295),See DN-1084 (ID#:11295),9.56
11608,117-ET-T01,Pre-PQ Process,SO-22020,DN-1052,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,03-Mar-09,03-Mar-09,03-Mar-09,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,7000,92960,13.28,0.44,Mylan (formerly Matrix) Nashik,No,See DN-1052 (ID#:10737),See DN-1052 (ID#:10737),182.2
11609,117-ET-T01,Pre-PQ Process,SO-22020,DN-1052,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,03-Mar-09,03-Mar-09,03-Mar-09,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30,14814,29628,2,0.07,"Cipla, Goa, India",No,See DN-1052 (ID#:10737),See DN-1052 (ID#:10737),58.07
11610,100-PK-T01,Pre-PQ Process,SO-22440,DN-1147,Pakistan,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,01-Apr-09,01-Apr-09,01-Apr-09,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,15,540,36,1.8,"Trinity Biotech, Plc",Yes,16,1764.93,1.06
11612,110-ZM-T01,Pre-PQ Process,SO-2489,DN-865,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,27-Aug-08,27-Aug-08,27-Aug-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,44440,151096,3.4,0.06,"Aurobindo Unit III, India",Yes,8276,6120.06,241.75
11613,132-NG-T01,Pre-PQ Process,SO-11810,DN-882,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,24-Aug-08,24-Aug-08,24-Aug-08,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,15000,393750,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,1317,8924.98,630
11614,106-HT-T01,Pre-PQ Process,SO-15930,DN-944,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,04-Nov-08,04-Nov-08,04-Nov-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,21814,69804.8,3.2,0.05,"Aurobindo Unit III, India",No,See DN-944 (ID#:11012),See DN-944 (ID#:11012),136.82
11615,112-NG-T01,Pre-PQ Process,SO-20950,DN-1059,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,19-Jan-09,19-Jan-09,19-Jan-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,1923,79035.3,41.1,0.68,"Aurobindo Unit III, India",No,See DN-1059 (ID#:11016),See DN-1059 (ID#:11016),154.91
11616,114-UG-T01,Pre-PQ Process,SO-17820,DN-985,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,09-Jan-09,09-Jan-09,09-Jan-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,3374,24292.8,7.2,0.12,"Strides, Bangalore, India.",Yes,250,2331.03,47.61
11617,114-UG-T01,Pre-PQ Process,SO-17870,DN-986,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,09-Jan-09,09-Jan-09,09-Jan-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1444,15884,11,0.37,"Aurobindo Unit III, India",No,See DN-986 (ID#:10748),See DN-986 (ID#:10748),31.13
11618,117-ET-T01,Pre-PQ Process,SO-22000,DN-1060,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,18-Feb-09,18-Feb-09,18-Feb-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,8258,58796.96,7.12,0.12,"Strides, Bangalore, India.",Yes,5147,29336.46,115.24
11619,117-ET-T01,Pre-PQ Process,SO-22040,DN-1110,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,04-Mar-09,04-Mar-09,04-Mar-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,27588,325538.4,11.8,0.2,"Aurobindo Unit III, India",Yes,3146,14538.36,638.06
11620,112-NG-T01,Pre-PQ Process,SO-20960,DN-1124,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Pre-PQ Process,N/A - From RDC,19-Mar-09,19-Mar-09,19-Mar-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,11608,82648.96,7.12,0.12,"Cipla, Goa, India",Yes,1871,11492.86,161.99
11622,151-NG-T01,Pre-PQ Process,SO-21781,DN-1130,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,24-Mar-09,24-Mar-09,24-Mar-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,143,3753.75,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,14,6443.61,7.36
11623,151-NG-T01,Pre-PQ Process,SO-21785,DN-1133,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,24-Mar-09,24-Mar-09,24-Mar-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,326,8557.5,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,35,6443.61,16.77
11624,151-NG-T01,Pre-PQ Process,SO-21784,DN-1132,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,24-Mar-09,24-Mar-09,24-Mar-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,873,22916.25,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,76,6443.61,44.92
11626,107-RW-T01,Pre-PQ Process,SO-17230,DN-961,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,28-Oct-08,28-Oct-08,28-Oct-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,288,921.6,3.2,0.05,"Aurobindo Unit III, India",Yes,28,896.26,1.81
11627,123-NG-T01,Pre-PQ Process,SO-19380,DN-1050,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,19-Jan-09,19-Jan-09,19-Jan-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,32696,858270,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,2873,7363.73,1682.21
11628,111-MZ-T01,Pre-PQ Process,SO-15090,DN-933,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,14-Nov-08,14-Nov-08,14-Nov-08,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,27080,194976,7.2,0.12,"Strides, Bangalore, India.",No,See DN-933 (ID#:10755),See DN-933 (ID#:10755),311.96
11629,112-NG-T01,Pre-PQ Process,SO-20961,DN-1165,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,02-Apr-09,02-Apr-09,02-Apr-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,50,1312.5,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,5,286.65,2.57
11630,123-NG-T01,Pre-PQ Process,SO-22832,DN-1184,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,30-Apr-09,30-Apr-09,30-Apr-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,5754,18412.8,3.2,0.05,Hetero Unit III Hyderabad IN,Yes,318,3515.96,36.09
11634,106-HT-T01,Pre-PQ Process,SO-24830,DN-1205,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,19-May-09,19-May-09,19-May-09,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,108,162,1.5,0.02,"Aurobindo Unit III, India",No,See DN-1205 (ID#:11314),See DN-1205 (ID#:11314),0.32
11635,151-NG-T01,Pre-PQ Process,SO-22527,DN-1209,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Pre-PQ Process,N/A - From RDC,08-May-09,08-May-09,08-May-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,1,11.4,11.4,0.19,"Aurobindo Unit III, India",No,See DN-1209 (ID#:10763),See DN-1209 (ID#:10763),0.02
11636,106-HT-T01,Pre-PQ Process,SO-24840,DN-1221,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,22-May-09,22-May-09,22-May-09,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,4860,7241.4,1.49,0.02,"Aurobindo Unit III, India",Yes,2034,23441.88,14.19
11637,114-UG-T01,Pre-PQ Process,SO-26161,DN-1226,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,01-Jun-09,01-Jun-09,01-Jun-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,685,6000.6,8.76,0.15,Mylan (formerly Matrix) Nashik,Yes,67,1122.87,11.76
11638,110-ZM-T01,Pre-PQ Process,SO-17611,DN-1228,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,08-Jun-09,08-Jun-09,08-Jun-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,28454,312994,11,0.37,"Aurobindo Unit III, India",Yes,3279,8288.78,613.47
11639,111-MZ-T01,Pre-PQ Process,SO-30440,DN-1231,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,28-Jun-09,28-Jun-09,28-Jun-09,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,7300,56283,7.71,0.13,"Aurobindo Unit III, India",No,See DN-1231 (ID#:11044),See DN-1231 (ID#:11044),110.31
11640,100-GH-T01,Pre-PQ Process,SO-30700,DN-1235,Ghana,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,12-Aug-09,12-Aug-09,12-Aug-09,ARV,Adult,SCMS from RDC,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,20mg,Capsule,60,477,4.77,0.01,0,"Aurobindo Unit III, India",No,See DN-1235 (ID#:10769),See DN-1235 (ID#:10769),0.01
11641,100-GH-T01,Pre-PQ Process,SO-30700,DN-1235,Ghana,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,12-Aug-09,12-Aug-09,12-Aug-09,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,374,3.74,0.01,0,"Aurobindo Unit III, India",No,See DN-1235 (ID#:10769),See DN-1235 (ID#:10769),0.01
11646,114-UG-T01,Pre-PQ Process,SO-30111,DN-1253,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,23-Jun-09,23-Jun-09,23-Jun-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,10371,117710.85,11.35,0.19,Mylan (formerly Matrix) Nashik,Yes,1273,7493.5,230.71
11647,153-NG-T01,Pre-PQ Process,SO-31170,DN-1261,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Pre-PQ Process,N/A - From RDC,16-Jun-09,16-Jun-09,16-Jun-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,24,72,3,0.05,"Aurobindo Unit III, India",Yes,21,7329.83,0.14
11652,106-HT-T01,Pre-PQ Process,SO-24833,DN-1279,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,18-Jun-09,18-Jun-09,18-Jun-09,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,3035,5827.2,1.92,0.01,"Aurobindo Unit III, India",Yes,1133,7789.85,11.42
11653,106-HT-T01,Pre-PQ Process,SO-24850,DN-1280,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,18-Jun-09,18-Jun-09,18-Jun-09,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,36,54,1.5,0.02,"Aurobindo Unit III, India",No,See DN-1280 (ID#:10776),See DN-1280 (ID#:10776),0.11
11654,114-UG-T01,Pre-PQ Process,SO-31450,DN-1282,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,23-Jun-09,23-Jun-09,23-Jun-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,6000,52560,8.76,0.15,Mylan (formerly Matrix) Nashik,Yes,486,3338.35,103.02
11655,114-UG-T01,Pre-PQ Process,SO-31360,DN-1287,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,22-Jun-09,22-Jun-09,22-Jun-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,7300,50005,6.85,0.23,"Aurobindo Unit III, India",No,See DN-1287 (ID#:11055),See DN-1287 (ID#:11055),98.01
11656,113-ZW-T01,Pre-PQ Process,SO-21010,DN-1289,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,22-Jun-09,22-Jun-09,22-Jun-09,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,4000,16000,4,0.07,"Cipla, Goa, India",No,See DN-1289 (ID#:11332),See DN-1289 (ID#:11332),31.36
